"category","title","author","postTime","chgTime","contents"
"경제","쿠팡, 2021년 뷰티트렌드는 마스크뷰티와 홈그루밍","서울신문네이버","2021.01.01. 오후 4:31","2021.01.01. 오후 4:31","// flash 오류를 우회하기 위한 함수 추가function _flash_removeCallback() {}새해 뷰티 트렌드는 ‘마스크뷰티’와 ‘홈그루밍’이 될 전망이다.1일 쿠팡에 따르면 코로나19의 영향으로 올해 뷰티 핫 트렌드 키워드로 위의 두 가지가 꼽혔다.‘마스크뷰티’는 장시간 마스크 착용으로 생긴 피부 트러블 개선을 돕는 것으로, 진정케어와 마스크 착용 중 메이크업을 위한 마스크프루프 메이크업이다. 건강을 생각해 착한 성분으로 만든 클린뷰티를 포함한다.지난해 뷰티 시장은 마스크 착용의 일상화로 피부 트러블 고민을 호소하는 사람들이 늘면서 ‘세안’과 ‘진정케어’가 높은 인기를 끌었다.정기동 쿠팡 리테일 뷰티 디렉터는 “코로나19 확산 이후 클렌징폼, 클렌징젤 등 세안제품과 마스크 팩, 미스트 등 피부 진정 제품 카테고리가 인기를 끌었다”며 “외부 감염으로부터 건강과 피부를 보호하기 위한 세안 제품과 마스크로 자극받아 예민해진 피부 진정에 도움이 되는 제품을 찾는 고객이 늘어났기 때문”이라고 말했다.‘홈그루밍’ 제품도 큰 관심을 받았다. 특히 네일파츠, 인조손톱 등 네일 카테고리와 헤어미용가위와 헤어브러시 등 이미용 제품의 성장이 두드러졌다.쿠팡은 뷰티 트렌트별 시즌 대표 상품을 할인 판매하는 ‘2021 뷰티 트렌드’ 기획전을 오는 7일까지 진행한다.이병희 쿠팡 리테일 부사장은 “코로나19가 장기화되면서 마스크로 인한 피부 트러블, 집에서 스스로 관리할 수 있는 홈케어에 대한 고민과 관심이 계속 이어지고 있다”고 말했다.심현희 기자 macduck@seoul.co.kr▶ 네이버에서 서울신문 구독하기 클릭! ▶ 세상에 이런 일이 ▶ [연예계 뒷얘기] 클릭!ⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지"
"경제","미 플로리다에서도 여행기록 없는 변이 감염사례 확인","SBSBiz네이버","2021.01.01. 오후 4:30","2021.01.01. 오후 4:30","// flash 오류를 우회하기 위한 함수 추가function _flash_removeCallback() {}미국 플로리다주에서도 신종 코로나바이러스 감염증(코로나19)의 변이에 감염된 사례가 보고됐습니다.    로이터 통신에 따르면 플로리다 보건부는 마틴 카운티에 있는 20대 남성 확진자에게서 영국에서 확산하는 변이 바이러스가 확인됐다고 31일(현지시간) 밝혔습니다.   영국에서 확산하는 코로나19 변이 바이러스에 옮은 사례는 미국 내에서 이번이 세 번째입니다.   앞서 지난 29일과 30일 각각 콜로라도주와 캘리포니아주에서 &#39;B.1.1.7&#39;로 불리는 이 변이 바이러스에 감염된 이들이 나왔습니다.   특히 이번 플로리다주 감염자는 콜로라도주 감염자와 마찬가지로 여행 기록이 없는 주민으로 확인됐습니다.   이는 변이 바이러스가 이미 미국 내에 들어와 주민들 사이에서 옮겨다니는 지역사회 전파가 이뤄지고 있다는 것을 의미합니다.   전문가들은 미국이 변이 확인을 위한 유전체 염기서열 검사를 적게 해왔다는 점을 들어 변이 바이러스가 미국에 오래전에 들어왔다가 최근에야 발견되기 시작하는 것이라고 의심하고 있습니다.   영국 정부는 변이 바이러스의 전염력이 기존 바이러스보다 최대 70%까지 강하다고 분석한 뒤 방역규제를 대폭 확대한 바 있습니다.전서인 기자(westin@sbs.co.kr) ▶ 돈 세는 남자의 기업분석 '카운트머니' [네이버TV]▶ 경제를 실험한다~ '머니랩' [네이버TV]저작권자 SBS미디어넷 & SBS I&M 무단전재-재배포 금지"
"경제","인하대학교 건물서 화재…1시간 만에 불길 잡혀","SBSBiz네이버","2021.01.01. 오후 3:50","2021.01.01. 오후 3:50","// flash 오류를 우회하기 위한 함수 추가function _flash_removeCallback() {}오늘 인하대학교 건물에서 화재가 발생했으나 소방당국이 1시간여 만에 큰 불길을 잡았습니다.   인천소방본부에 따르면 이날 0시 21분께 인천시 미추홀구 인하대 용현캠퍼스 내 4호관 건물에서 큰불이 났습니다. 이 불로 4호관 내부가 상당수 탔으나 휴일이어서 학생 등이 건물에 남아 있지 않아 인명 피해는 없었습니다.   불이 나자 한때 화염과 함께 검은 연기가 높이 치솟았고, 소방당국에 15건의 신고가 잇따라 접수됐습니다.   소방당국은 소방관 80여 명과 펌프차 등 장비 30대를 투입해 오전 1시 35분께 초기 진화를 했습니다.   4호관은 이 대학교 정문을 기준으로 본관(1호관) 건물 바로 뒤에 있습니다.   1층&sim;3층에 통신실과 학과 사무실이, 4층에 실습실 등이 있었던 것으로 전해졌습니다.   소방당국은 4층 실습실에서 처음 불이 시작한 것으로 보고 정확한 재산 피해 규모와 화재 원인을 조사할 예정입니다.   인천소방본부 관계자는 ""대응 단계는 발령하지 않고 초진을 했다""며 ""건물 4층에서 불이 난 것으로 보고 있고 정확한 원인은 현장 감식을 통해 파악할 예정""이라고 말했습니다.전서인 기자(westin@sbs.co.kr) ▶ 돈 세는 남자의 기업분석 '카운트머니' [네이버TV]▶ 경제를 실험한다~ '머니랩' [네이버TV]저작권자 SBS미디어넷 & SBS I&M 무단전재-재배포 금지"
"경제","'작심삼일' 방지 앱으로 10억 매출… 스타트업 '화이트큐브' 이야기","경향신문네이버","2021.01.01. 오후 3:47","2021.01.01. 오후 3:47","// flash 오류를 우회하기 위한 함수 추가function _flash_removeCallback() {}[경향신문] 한 해가 시작하는 1월은 변화를 갈망하는 이들에게 특별한 시간이다. 새 술을 새 부대에 담듯이 새 삶을 기대하며 한 해 새 계획을 세운다. 하지만 야심차게 시작한 계획은 아쉽게도 ‘작심삼일’이 될 때가 많다. 시간이 갈수록 처음의 의지는 힘을 잃고, 나홀로 세운 계획은 지키지 않아도 지적할 사람이 없다. 신년 계획이 늘 아쉬움으로 남는 이유다.어떻게 하면 작심삼일의 삶을 청산하고 자신과의 약속을 지킬 수 있을까. IT스타트업 ‘화이트큐브’ 최혁준 대표(36)는 이 화두를 들고 창업에 뛰어들었다. 화이트큐브가 2018년 창업과 함께 선보인 스마트폰 애플리케이션 ‘챌린저스’는 이용자들로 하여금 자신과의 약속을 정하게 하고 이를 지키도록 독려하는 서비스다. 출시 직후 누리꾼들의 관심을 받아 2년여간 45만명의 회원을 모았다. 최 대표는 “창업 당시 성공을 확신한 것은 아니었지만, 분명 사람들에게 도움이 될 것이란 믿음이 있었다”고 말했다.스타트업 ‘화이트큐브’ 최혁준 대표 | 강윤중 기자■창업으로 이어진 자기계발 노하우챌린저스 앱은 상금과 벌금, 동료 간의 유대감 등을 활용해 자신과의 약속을 꾸준히 실천하도록 독려한다. 이용자들은 우선 금연이나 영어공부와 같은 목표를 정한 뒤 함께 도전할 참가자들을 모은다. 이후 각자 최소 1000원 이상의 예치금을 걸고 매일 자신과의 약속을 지킨 ‘인증샷’을 올려야 한다. 이런 방식으로 약속을 85% 이상 완수하면 예치금을 전액 돌려받고, 100% 완수하면 추가적인 상금까지 받을 수 있다. 반면 진행률이 85% 미만이면 달성률에 따라 돌려받지 못하는 돈이 생긴다. 돈을 잃지 않으려면 자신과의 약속을 꾸준히 지켜야 하는 구조다.챌린저스는 최 대표가 2012년 대학 선·후배들과 함께한 온라인 소모임 운영 경험이 바탕이 됐다. 자기계발을 하며 친분을 쌓는 모임이었는데, 그러다보니 자기계발에 가장 효과적인 방법을 연구하게 됐다.“100권 넘는 책을 읽으며 사람들이 자신과의 약속을 지킬 수 있게 하는 여러 가지 방법을 시도한 결과 가장 효과적인 방법은 돈을 이용한 것이었습니다. 눈에 보이는 벌금이 있다면, 사람들은 그 문제를 최우선으로 해결하려는 심리가 있거든요.” 작심삼일을 예방하는 챌린저스의 서비스는 업계와 누리꾼의 주목을 받았다. 이 아이디어를 높게 본 미국의 벤처캐피탈 ‘알토스벤처스’는 창업 초기 10억원을 투자했다. 매출도 빠르게 늘어 출시 2년만인 지난해 약 10억원을 기록했다. 챌린저스는 목표 달성에 실패한 이들이 내는 벌금 일부와, 기업들과의 제휴 사업으로 수익을 올리고 있다. 삼성, SK, 한화 등 굵직한 기업을 포함해 현재 연 100여 건의 제휴가 이뤄지고 있다.최 대표는 회사가 이렇게 성장하기까지 팀원들의 마음 고생이 적지 않았다고 말했다. 그 역시 서울대 공대, 대기업 연구원 등을 거치며 남부럽지 않게 살다가 ‘가치있는 일을 하고 싶다’는 열망에 선·후배 3명과 창업 정글에 뛰어든 사례다.“챌린저스는 회원들이 돈을 맡겨놓는 구조라, 서버가 다운됐을 당시 ‘먹튀’가 아니냐는 오해를 받기도 했습니다. 처음 겪는 상황이었지만 고객들의 신뢰를 얻으려 최대한 노력했고, 다행히 어떤 피해도 주지 않고 문제를 해결할 수 있었습니다.”기업가로서 보람을 느끼는 순간은 이용자들이 만족해하는 반응을 볼 때다. 최 대표는 “챌린저스 누리집이나 누리소통망(SNS) 계정에 달린 댓글만 1만 건 이상”이라며 “그 중에서도 ‘엄마도 20년 넘게 못 바꾼 제 습관을 바꿔주셔서 감사합니다’란 댓글이 기억에 남는다”고 말했다.■“인생목표 돕는 것이 궁극적 비전”최 대표는 화이트큐브의 비전을 크게 세 단계로 잡고 있다. 좋은 습관을 만들어주는 것이 현재 단계라면, 향후에는 보다 장기적인 목표를 달성할 수 있도록 하고, 궁극적으로는 원하는 인생을 살게 해주는 서비스가 되겠다는 것이다.“대학입학, 내 집 마련 등의 인생목표 달성을 돕는 것이 우리가 궁극적으로 나아가려는 방향입니다. 이를 위해 교육·경제 등 여러 분야 전문가들과 제휴해 자기계발을 위한 효과적인 과제를 찾아드리려 합니다.”챌린저스를 공익 캠페인에 적용하는 방안도 검토하고 있다. 한 번은 선거를 맞아 챌린저스 회원들을 대상으로 자체 선거독려 캠페인을 진행한 적이 있다. 회원 수천 명이 참여하고 90% 넘는 선거 참여율이 나왔다. 최 대표는 “선거관리위원회가 필요로 한다면 향후 선거 관련 공익 캠페인도 충분히 가능할 것”이라고 말했다. 2021년 최 대표의 소망은 스타트업을 향한 정부의 관심과 투자가 지금처럼 이어지는 것이다. “창업 초기 비용 부담을 덜어주는 정부의 인건비 지원 사업은 스타트업에 큰 도움이 되고 있어요. 스타트업의 성장은 한국경제의 발전을 위해 매우 중요합니다. 정부의 지원에 감사하고, 앞으로도 꾸준히 이어졌으면 하는 바람입니다.” ‘언제쯤 유니콘기업이 될 수 있겠느냐’ 묻자, 최 대표는 “우리는 아직 꿈나무일 뿐”이라며 웃었다. 하지만 그의 시선은 세계시장에 맞춰져 있었다. “사회에 기여하려면 유니콘기업만으로는 안되고 100조 기업은 돼야 한다”는 최 대표의 말은 화이트큐브가 발휘할 크고 선한 영향력을 기대하게 했다.박용하 기자 yong14h@kyunghyang.com▶ 인터랙티브:자낳세에 묻다▶ 경향신문 바로가기▶ 경향신문 구독신청하기&#169;경향신문(www.khan.co.kr), 무단전재 및 재배포 금지"
"경제","SK 최태원 신년 키워드 ‘새로운 기업가 정신’…“사회의 혜택에 보답하는 기업되자”","경향신문네이버","2021.01.01. 오후 3:46","2021.01.01. 오후 6:59","// flash 오류를 우회하기 위한 함수 추가function _flash_removeCallback() {}[경향신문] 최태원 SK그룹 회장｜SK그룹 제공최태원 SK그룹 회장이 1일 “사람이든, 기업이든 홀로 사는 존재가 아니다”라며 “사회와 공감하며 문제 해결에 함께 노력하는 ‘새로운 기업가 정신’이 필요한 때”라고 말했다.최태원 회장은 이날 그룹 임직원들에게 e메일로 보낸 신년인사에서 이같이 밝히며 “SK가 지금의 모습으로 성장할 수 있었던 것은 우리만 잘해서가 아니라 사회가 허락한 기회와 응원 덕분”이라고 전했다.최태원 회장은 이어 “그러나 기업이 받은 혜택과 격려에 보답하는 일에는 서투르고 부족했고, 이런 반성으로부터 기업의 역할을 다시 생각하게 된다”며 “기업이 모든 문제를 해결할 수는 없지만, 역량을 활용해 당장 실행 가능한 부분부터 시작해보면 어떨까”라고 했다.최태원 회장은 구체적인 ‘실행 가능한 부분’으로 SK가 지난 15년 동안 진행해 온 ‘행복도시락’ 사업을 언급했다. 코로나19 팬데믹(세계적 대유행)으로 전국의 많은 무료급식소가 운영을 중단한 상황에서 SK의 ‘행복도시락’을 활용해 취약계층에 식사를 제공할 방법을 찾아보자는 취지다. SK는 매년 개최하던 신년회를 취소한 대신, 신년회에 쓰일 예산을 결식 취약계층 지원에 보태기로 했다.최태원 회장은 SK그룹 구성원들에게 “올해도 우리의 일상은 녹록하지 않을 것”이라고 전제하면서 “어려운 여건들이 우리의 행복 추구를 저해하지 못하도록 창의적인 노력이 필요하다. 도전과 패기, 그리고 새로운 기업가 정신을 기초로 힘과 마음을 모아보자”고 강조했다.정환보 기자 botox@kyunghyang.com▶ 인터랙티브:자낳세에 묻다▶ 경향신문 바로가기▶ 경향신문 구독신청하기&#169;경향신문(www.khan.co.kr), 무단전재 및 재배포 금지"
"경제","정 총리 ""대선주자보다 총리…백신 정치화는 유감""","아시아경제네이버","2021.01.01. 오후 3:40","2021.01.01. 오후 3:53","// flash 오류를 우회하기 위한 함수 추가function _flash_removeCallback() {}""코로나 19 이후 대한민국 준비해야""…방역 총력 강조[이미지출처=연합뉴스][아시아경제 장세희 기자]정세균 국무총리는 1일 차기 대권행보와 관련해 ""지금은 대선주자라기보다는 총리""라고 강조했다.정 총리는 이날 SBS라디오 '이철희의 정치쇼'에 출연해 ""총리의 책무가 너무 막중한 상황에서 한눈을 팔면 안 되는 입장""이라고 말하며 대선 출마에 대해 선을 그었다.정 총리는 ""현재 코로나19(신종 코로나바이러스 감염증)를 이기고 민생도 챙겨야 한다""며 ""코로나19 이후의 대한민국을 준비하는 일도 해야 한다""고 밝혔다. 코로나 19 상황이 심화되면서 이에 따른 방역 대응에 총력을 기울이겠다는 뜻으로 풀이된다.코로나19 백신 수급 상황을 비판과 관련해선 ""정부가 깨어있으면서 제대로 준비하고 있으니 너무 걱정하지 않으셔도 된다""며 ""백신의 정치화는 유감""이라고 비판했다.그러면서 ""국민 눈높이에 미치지 못하는 정치가 계속돼서는 안 된다""며 협치의 중요성을 강조하면서 ""여당이 먼저 양보해야 하는 면이 있다""고 지적했다.각종 대권주자 여론조사에서 윤석열 검찰총장이 상위권에 오르는 상황에 대해선 윤 총장이 직접 여론조사기관에 자신의 이름을 빼달라고 요청해야 한다는 의견을 내놨다. 정 총리는 '독립성과 중립성을 누리려면 여론조사에서 빠져 처신을 깔끔하게 해야 한다'는 사회자의 말에 ""본인이 그렇게 해주시면 좋겠다""고 밝혔다.장세희 기자 jangsay@asiae.co.kr▶ 2021년 신축년(辛丑年) 신년운세와 토정비결은?▶ 발 빠른 최신 뉴스, 네이버 메인에서 바로 보기▶ 2021 소비자대상 설문 참여하면 경품 추첨!<ⓒ경제를 보는 눈, 세계를 보는 창 아시아경제 무단전재 배포금지>"
"경제","‘채용 한파’ 없는 공무원…40년 만에 최대인원 선발","채널A네이버","2021.01.01. 오후 3:32","2021.01.01. 오후 3:32","// flash 오류를 우회하기 위한 함수 추가function _flash_removeCallback() {}지난해 9월 26일 국가공무원 7급 공채 필기시험 치러지는 서울의 한 필기 시험장에서 수험생이 들어서며 손 소독을 하고 있다. 사진설명=뉴시스올해 국가공무원 공개채용 선발 인원이 6,450명으로 확정되면서 40년 만에 최대인원을 선발하게 됐습니다. 인사혁신처는 지난해 6,110명보다 5.56% 확대한 총 6,450명을 채용하는 시험계획을 확정했습니다. 이번 채용 규모는 1981년에 국가공무원 6,870명을 선발한 이후 최대인원입니다. 인사혁신처는 올해부터 도입되는 국민취업지원제도와 고용보험 확대 시행 등에 따라 현장 공무원 인력을 대거 확충하면서 공무원 채용 규모가 늘었다고 설명했습니다. 황서종 인사처장은 “코로나19로 어려운 상황에서 근로, 생활 안정, 산업안전 등 대 국민 서비스를 차질 없이 뒷받침할 수 있도록 공채 선발 계획을 수립했다”고 밝혔습니다. 정부는 외교관 후보자 40명을 포함해 348명의 5급 공채, 7급 공채 780명, 9급 공채 5,322명을 뽑을 예정입니다. 분야별로는 고용노동직 선발 인원이 771명으로 지난해보다 244명이 늘었고 직업 상담직 선발 인원도 200명으로 지난해보다 160명 증가했습니다.올해 국가공무원 공채 필기시험은 5급 1차 시험(3월 6일), 9급 시험(4월 17일)부터 치러집니다.황승택 기자 / hstneo@donga.com▶ '채널A' LIVE 무료 보기▶ 네이버에서 '채널A' 구독하기▶[기사보기][여인선이 간다]다시 만난 ‘그들’의 꿈 “제자리로”꿈을 담는 캔버스 채널A  ⓒCHANNEL A(www.ichannela.com), 무단 전재 및 재배포 금지"
"경제","HMM 임단협 합의… 물류 대란 피했다","조선일보네이버","2021.01.01. 오후 3:30","2021.01.02. 오전 1:11","// flash 오류를 우회하기 위한 함수 추가function _flash_removeCallback() {}임금 인상을 둘러싸고 대립해 온 국내 1위 해운업체 HMM(옛 현대상선) 노사가 임단협 협상을 타결했다. HMM은 “지난 31일 노사가 임금 2.8% 인상과 코로나 극복 위로금 100만원 등에 합의했다”고 1일 밝혔다.부산신항에서 HMM 선박에 컨테이너가 선적되고 있는 모습.HMM 노조는 임금 8% 인상 등을 요구하며 지난달 26일 조합원 97% 찬성으로 새해 파업을 결의했다. 회사 측은 “장기간 이어진 실적 부진으로 대폭적인 임금 인상은 어렵다”며 맞섰다. 2011년 이후 2019년까지 9년 연속 영업적자를 기록한 HMM은 최근 해운 호황으로 작년 1~3분기 누적 영업이익 4138억원을 기록했다.국내 1위 해운회사가 파업에 들어가면, 최근 해운 운임 급등으로 선박 확보에 비상이 걸린 기업 입장에선 수출입에 큰 타격을 볼 것이라는 우려가 제기됐다. 결국 HMM 노사는 새해를 30분 남긴 31일 오후 11시 30분쯤 양측을 중재해 온 중앙노동위원회의 임금 인상 조정안에 합의했다. HMM 측은 “물류대란만은 피해야 한다는 데 노사가 공감대를 이뤘다”고 했다.[이성훈 기자 inout@chosun.com] ▶ 네이버에서 조선일보 받아보기▶ 당신의 맞춤뉴스 '뉴스레터' 신청하세요▶ 조선일보 로그인하고 영화 공짜로 보자! "
"경제","지난해 12월 코스피 11% 상승…22년 만에 최고","연합뉴스TV네이버","2021.01.01. 오후 3:28","2021.01.01. 오후 3:28","<h4 class=""blind"">동영상 뉴스</h4><iframe _src=""/main/readVod.naver?oid=422&aid=0000464449"" width=""647"" height=""363"" frameborder=""0"" marginheight=""0"" marginwidth=""0"" title=""영상 플레이어"" allowfullscreen=""true"">// flash 오류를 우회하기 위한 함수 추가function _flash_removeCallback() {}지난달 코스피가 22년 만에 연말 최고 상승률을 기록했습니다.한국거래소에 따르면 지난해 증시 마지막 날인 12월 30일 코스피는 2,873.47로 11월 말 대비 10.9% 상승했습니다.이는 1998년 24.5% 이후 가장 높은 12월 월간 상승률로, 특히 개인은 12월 한 달간 3조6,508억원을 순매수하며 13년 만에 처음으로 매수 우위를 기록했습니다.연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23 ▶ 네이버에서 연합뉴스TV를 구독하세요 ▶ 연합뉴스TV 생방송 만나보기  ▶ 균형있는 뉴스, 연합뉴스TV 앱 다운받기"
"경제","최대집 의협회장 ""구치소 환자 의료기관 옮겨야""","연합뉴스TV네이버","2021.01.01. 오후 3:16","2021.01.01. 오후 3:16","<h4 class=""blind"">동영상 뉴스</h4><iframe _src=""/main/readVod.naver?oid=422&aid=0000464446"" width=""647"" height=""363"" frameborder=""0"" marginheight=""0"" marginwidth=""0"" title=""영상 플레이어"" allowfullscreen=""true"">// flash 오류를 우회하기 위한 함수 추가function _flash_removeCallback() {}최대집 대한의사협회 회장은 서울 동부구치소 코로나19 감염 사태와 관련해 ""환자들을 의료기관과 시설로 즉시 옮겨야 한다""고 제안했습니다.최 회장은 ""구치소와 교도소는 환자들의 치료와 감염 방지 등을 효율적으로 수행할 수 없다""며 이같이 말했습니다.그러면서 ""코로나19 음성 수용자의 경우 가급적 1인 1실 수용을 하거나 밀집도를 최대한 낮춰야 한다""고 지적했습니다.연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23 ▶ 네이버에서 연합뉴스TV를 구독하세요 ▶ 연합뉴스TV 생방송 만나보기  ▶ 균형있는 뉴스, 연합뉴스TV 앱 다운받기"
"경제","신규확진 또 1천명대…외국인 음성확인서 의무화","연합뉴스TV네이버","2021.01.01. 오후 3:16","2021.01.01. 오후 3:16","<h4 class=""blind"">동영상 뉴스</h4><iframe _src=""/main/readVod.naver?oid=422&aid=0000464445"" width=""647"" height=""363"" frameborder=""0"" marginheight=""0"" marginwidth=""0"" title=""영상 플레이어"" allowfullscreen=""true"">// flash 오류를 우회하기 위한 함수 추가function _flash_removeCallback() {}[앵커] 어제 코로나19 신규 확진자는 1,029명이었습니다. 전날 세자릿수였던 확진자 수가 다시 1천명을 넘어선 건데요. 보도국 연결합니다. 이재동 기자.[기자] 네, 어제 추가된 신규 확진자 1,029명 가운데 국내 감염 사례는 1,004명입니다.그동안 1천명 안팎의 등락을 거듭해 온 흐름이 계속해서 이어지고 있는데요.서울 동부구치소에서 131명, 이천시 물류센터에서 59명, 부산 영도구 파랑새 노인건강센터에서 41명이 추가 확진되는 등 집단시설에서의 감염 확산세도 끊이지 않고 있습니다.앞서 집단감염이 확인된 경기 군포시 공장과 관련해선 누적 확진자가 67명으로 늘었고, 광주 북구 요양원 사례에서는 지금까지 총 66명이 양성 판정을 받았습니다.중앙사고수습본부는 어제 브리핑에서 ""환자 발생 추이가 반전돼 3차 유행이 줄어드는 양상은 아직 보이고 있지는 않다""고 했습니다.그러면서 ""억제를 넘어 유행이 감소하는 변곡점을 넘을 수 있도록 총력을 다하고 있다""고 말했는데요.현재 하루 확진자 숫자가 보름 넘게 800명에서 1,000명 대를 오가고 있는 상황에서 흐름을 반전시키기 위한 대책을 다각도로 강구하고 있는 것으로 보입니다.[앵커] 정부는 현재 수도권 2.5단계, 비수도권 2단계의 사회적 거리두기를 유지하고 있는데 이것이 모레 종료되거든요. 앞으로 이게 어떻게 조정이 되는 겁니까? [기자]네, 정부는 내일 오전 중대본 회의를 열어 사회적 거리두기 단계를 더 높일지, 아니면 현 상황을 유지할지를 결정할 예정입니다.말씀드린것처럼 아직까지 집단감염이 끊이지 않고 있기는 하지만요.현재로서는 추가적인 단계 격상보다는 현행 조치를 연장하는 방안에 무게가 실려 있는 것으로 알려졌습니다.일단 거리두기 강화로 급증세는 잡았고, 3단계는 막대한 사회·경제적 피해가 예상되는 만큼 아무래도 신중할 수밖에 없기 때문인데요.수도권 3개 광역단체가 중앙정부와 별도로 '5인 이상' 모임을 금지하고 있는 행정명령의 경우도 역시, 계속 연장할 가능성이 있습니다.정부는 전염력이 높은 변이 바이러스가 전 세계적으로 발생하고 있는 것과 관련해서도 방역조치를 강화하기로 했는데요.공항은 8일부터 항만은 15일부터 모든 외국인 입국자들이 72시간 안에 발급받은 코로나19 음성확인서를 반드시 제출하도록 했습니다.지금까지 보도국에서 전해드렸습니다.연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23 ▶ 네이버에서 연합뉴스TV를 구독하세요 ▶ 연합뉴스TV 생방송 만나보기  ▶ 균형있는 뉴스, 연합뉴스TV 앱 다운받기"
"경제","12월 수출 사상 최고… 전년대비 13% 늘어 514억달러","조선일보네이버","2021.01.01. 오후 3:12","2021.01.02. 오전 1:11","// flash 오류를 우회하기 위한 함수 추가function _flash_removeCallback() {}年수출은 5128억달러로 5% 줄어지난달 우리나라 수출이 26개월 만에 두 자릿수 증가율을 보이며 역대 12월 수출액 가운데 사상 최고치를 기록했다. 코로나발(發) 비대면 경제 활성화에 힘입어 IT 수출이 호조세를 이어간 덕분이다.1일 산업통상자원부에 따르면, 작년 12월 수출은 전년 동월 대비 12.6% 증가한 514억1000만달러(약 55조9000억원)를 기록했다. 2개월 연속 수출 증가다. 12월 수출이 500억달러를 넘긴 것은 처음이다.15대 주력 수출 품목 가운데 11개가 플러스 성장률을 기록했다. 수출이 늘어난 품목 가운데 6개가 반도체·디스플레이 같은 IT 품목이다. 수출 1위 반도체가 30.0% 늘어난 것을 비롯해 디스플레이(28.0%), 무선통신기기(39.8%), 가전(23.4%), 컴퓨터(14.7%) 등이 두 자릿수대 증가율을 보였다. 반도체 수출은 6개월 연속 증가했고, 12월 디스플레이 수출액은 올해 월 수출액 최고치를 경신했다. 코로나 여파로 화상회의, 재택근무, 온라인 수업, 동영상 시청 등이 급증하면서 TV와 노트북 수요가 급증하고 필수 부품인 반도체와 디스플레이 수출도 덩달아 증가하고 있다.한편 지난해 연간 총수출액은 5128억5000만달러로 전년 대비 5.4% 줄면서 2년 연속 감소했다. 이와 관련해 산업부는 “수출이 상반기는 코로나 충격으로 두 자릿수 감소율을 기록했지만 3분기부터 회복세를 보이고 있다”고 설명했다. 지난해 우리 무역액은 1조달러를 밑돌아 2017년부터 3년 연속 이어온 1조달러 행진이 멈췄다.[김승범 기자 sbkim@chosun.com ] ▶ 네이버에서 조선일보 받아보기▶ 당신의 맞춤뉴스 '뉴스레터' 신청하세요▶ 조선일보 로그인하고 영화 공짜로 보자! "
"경제","경주 메추리 농장서 고병원성 AI 확진…경북서만 4번째","연합뉴스네이버","2021.01.01. 오후 3:11","2021.01.01. 오후 3:11","// flash 오류를 우회하기 위한 함수 추가function _flash_removeCallback() {}메추리 1만900마리 살처분…지역 가금농장 이동 제한살처분 준비하는 관계자들[연합뉴스 자료사진]    (안동=연합뉴스) 최수호 기자 = 경북 경주 한 메추리 농장에서 고병원성 조류인플루엔자(AI) 확진 판정이 나왔다.    경북지역 고병원성 AI 확진 사례는 지난해 12월 1일 상주에 이어 이번이 4번째다.    1일 경북도에 따르면 전날 오전 AI 의심 신고가 접수된 경주 내남면 메추리 농장에서 폐사한 메추리 등 시료를 정밀검사한 결과 고병원성 AI로 나타났다.    경주시는 해당 농장에 사육 중인 메추리 1만900마리를 긴급 살처분했다.    또 반경 10㎞ 안에 있는 농가 4곳을 긴급 예찰 검사했으나 별다른 이상은 없었다.    방역 당국은 경주지역 모든 가금농장은 7일간, 해당 농장 반경 10㎞ 이내 농장은 30일 동안 이동을 제한했다.    경북도는 고병원성 AI 확산을 막기 위해 오는 3일까지 지역 가금농장·시설 등을 일제 소독할 방침이다.    경북도 관계자는 ""야생조류에서 고병원성 AI 바이러스가 검출되는 사례가 증가하고 있다""며 ""축산 농가에서는 소독을 비롯해 야생조류의 농장 내 진입 차단 등 방역수칙을 준수해 달라""고 말했다.    suho@yna.co.kr▶네이버에서도 뉴스는 연합뉴스[구독 클릭]▶[팩트체크]검찰총장의 '벌금수배 해제'는 월권?▶제보하기<저작권자(c) 연합뉴스(https://www.yna.co.kr/), 무단 전재-재배포 금지>"
